2000065,424,3473.540283,7.008621,9.203112,8.192312,2.862221
2000066,401,2198.054688,3.337315,9.663985,5.481433,2.341246
2000067,174,999.730835,2.461431,8.034157,5.745580,2.396994
2000068,175,1214.486450,4.655420,8.715001,6.939923,2.634373
2000069,78,612.569885,6.518521,9.649491,7.853460,2.802402
2000070,,,,,,
2000071,423,2038.670532,2.039700,6.514787,4.819552,2.195348
2000072,187,949.233887,2.151633,7.473211,5.076117,2.253024
2000073,168,983.098572,4.361839,8.545494,5.851777,2.419045
2000074,,,,,,
2000075,424,2366.852295,4.462280,6.687384,5.582199,2.362668
2000076,275,1547.086914,3.918549,8.153618,5.625771,2.371871
2000077,424,1868.375244,2.587303,5.816662,4.406545,2.099177
2000078,,,,,,
2000079,,,,,,
2000080,,,,,,
2000081,,,,,,
2000082,424,2340.214111,4.364021,6.601964,5.519373,2.349334
2000083,138,668.795349,3.192014,6.872623,4.846343,2.201441
2000084,162,928.215454,4.475160,7.105420,5.729725,2.393684
2000085,424,1872.099731,3.311588,5.488304,4.415329,2.101269
2000086,,,,,,
2000087,391,1730.560303,1.730086,6.515608,4.425985,2.103803
2000088,,,,,,
2000089,424,2091.198486,3.613160,5.878907,4.932072,2.220827
2000090,31,135.745331,3.069227,5.920088,4.378881,2.092578
2000091,382,2050.896973,4.165497,7.245591,5.368840,2.317076
2000092,370,1924.849731,3.816934,7.263646,5.202297,2.280854
2000093,247,1077.596924,2.841216,6.024187,4.362741,2.088717
2000094,424,1815.440308,3.462841,5.096489,4.281699,2.069227
2000095,7,41.303944,5.733859,6.003926,5.900563,2.429107
2000096,359,1825.838379,3.830648,6.236568,5.085901,2.255194
2000097,424,1748.864990,2.411672,5.098639,4.124681,2.030931
2000098,424,1729.478882,2.774488,4.912480,4.078959,2.019643
2000099,424,1636.905884,2.255154,4.845807,3.860627,1.964848
2000100,423,1247.454346,1.176640,3.983413,2.949065,1.717284
2000101,416,1642.110107,2.563299,5.516093,3.947380,1.986802
2000102,,,,,,
2000103,,,,,,
2000104,,,,,,
2000105,,,,,,
2000106,35,170.138855,4.354724,5.271571,4.861110,2.204792
2000107,,,,,,
2000108,424,1855.984253,3.197776,4.990018,4.377321,2.092205
2000109,424,1813.933960,3.210637,4.883648,4.278146,2.068368
2000110,424,1255.972534,1.473275,3.736263,2.962199,1.721104
2000111,5,20.317642,3.730944,4.204387,4.063529,2.015820
2000112,424,1536.545288,2.622810,4.376958,3.623928,1.903662
2000113,424,1613.209595,2.794949,4.427098,3.804740,1.950574
2000114,396,1411.081177,2.335692,5.272647,3.563336,1.887680
2000115,424,1117.929932,1.342173,3.442438,2.636627,1.623769
2000116,423,1077.751465,0.874872,3.286788,2.547876,1.596207
2000119,278,824.180054,1.730742,3.580982,2.964676,1.721824
2000120,424,705.390198,0.107717,2.378215,1.663656,1.289828
2000121,19,54.721687,2.439390,4.009555,2.880089,1.697082
2000122,424,1205.621094,1.843967,3.529224,2.843446,1.686252
2000123,,,,,,
2000124,,,,,,
2000125,5,20.228018,3.938607,4.172559,4.045604,2.011369
2000126,424,1202.949097,1.622420,3.617271,2.837144,1.684382
2000127,56,167.860687,2.537929,3.392482,2.997512,1.731333
2000128,424,1059.381592,1.275257,3.058429,2.498542,1.580678
2000129,424,858.366333,0.693430,2.659254,2.024449,1.422831
2000130,420,1083.259644,1.450082,3.212611,2.579190,1.605986
2000131,250,744.219177,1.409917,4.392963,2.976877,1.725363
2000132,424,867.162292,0.674570,2.576595,2.045194,1.430103
2000133,414,899.564514,0.633946,4.253398,2.172861,1.474063
2000134,,,,,,
2000135,387,1365.667847,2.718138,4.119338,3.528857,1.878525
2000136,403,1007.729675,1.359401,3.089933,2.500570,1.581319
2000137,424,1117.392334,1.675911,3.076415,2.635359,1.623379
2000138,,,,,,
2000139,424,1121.016235,1.713892,2.992242,2.643906,1.626009
2000140,424,1036.619507,1.658676,2.769096,2.444857,1.563604
2000141,,,,,,
2000142,279,897.412842,2.380107,3.541467,3.216533,1.793470
2000143,253,672.493164,1.955681,3.055636,2.658076,1.630361
2000144,306,884.614075,1.825416,3.495630,2.890896,1.700263
2000145,,,,,,
2000146,,,,,,
2000147,,,,,,
2000148,2,7.306326,3.636313,3.670013,3.653163,1.911325
2000149,,,,,,
2000150,,,,,,
2000151,415,1122.924194,1.931371,3.979063,2.705842,1.644944
2000152,393,871.645447,1.503491,2.723529,2.217927,1.489271
2000153,424,823.346924,1.133831,2.414049,1.941856,1.393505
2000154,424,759.428955,0.961448,2.228088,1.791106,1.338322
2000155,,,,,,
2000156,40,105.757866,2.247086,2.980730,2.643947,1.626022
2000157,142,338.286621,1.627937,2.841431,2.382300,1.543470
2000158,403,835.047058,1.313559,2.553139,2.072077,1.439471
2000159,,,,,,
2000160,,,,,,
2000161,221,432.260254,1.114370,2.797089,1.955929,1.398545
2000162,424,552.701233,0.372561,1.839366,1.303541,1.141727
2000163,424,630.503418,0.622891,2.032265,1.487036,1.219441
2000164,420,869.769470,1.107156,2.890598,2.070880,1.439055
2000165,424,1006.459534,1.800158,2.688947,2.373725,1.540690
2000166,,,,,,
2000167,424,759.277832,1.155164,2.197479,1.790750,1.338189
2000168,,,,,,
2000169,424,479.566437,0.192621,1.652015,1.131053,1.063510
2000170,424,818.126953,1.319511,2.282851,1.929545,1.389081
2000171,,,,,,
2000172,,,,,,
2000173,3,7.810091,2.471181,2.776828,2.603364,1.613494
2000174,424,806.671509,1.238800,2.328888,1.902527,1.379321
2000175,148,293.268188,1.451114,2.416972,1.981542,1.407673
2000176,343,691.513123,1.238591,3.076406,2.016073,1.419885
2000177,424,437.916046,0.086133,1.640638,1.032821,1.016278
2000178,,,,,,
2000179,,,,,,
2000180,126,239.933487,1.197014,3.090430,1.904234,1.379940
2000181,393,781.137878,1.334941,2.477371,1.987628,1.409833
2000182,,,,,,
2000183,424,786.215271,1.159587,2.356031,1.854281,1.361720
2000184,424,690.921997,0.812039,2.127027,1.629533,1.276532
2000185,421,923.608093,1.562323,2.844870,2.193843,1.481163
2000186,421,725.233643,1.017391,2.272405,1.722645,1.312496
2000187,424,872.733276,1.321112,2.557213,2.058333,1.434689
2000188,38,80.544823,1.475916,2.843244,2.119601,1.455885
2000189,182,521.398621,1.919569,3.750339,2.864828,1.692580
2000190,399,996.114868,1.885995,2.935946,2.496528,1.580041
2000191,42,67.623734,1.096800,2.184429,1.610089,1.268893
2000192,395,637.286865,0.616627,3.317360,1.613384,1.270191
2000193,403,583.953796,0.647874,2.217293,1.449017,1.203751
2000194,373,896.556335,1.629461,3.359314,2.403636,1.550367
2000195,424,761.439758,0.979346,2.354406,1.795848,1.340093
2000196,,,,,,
2000197,424,918.756165,1.468029,2.754075,2.166878,1.472032
2000198,,,,,,
2000199,424,822.967957,1.035699,2.498659,1.940962,1.393184
2000200,424,790.060913,1.100808,2.537112,1.863351,1.365046
2000201,,,,,,
2000202,424,995.177307,1.533081,2.979470,2.347116,1.532030
2000203,419,1322.548218,2.610764,3.577305,3.156440,1.776637
2000204,2,7.575740,3.772479,3.803261,3.787870,1.946245
2000205,424,1346.918579,2.684016,3.577662,3.176695,1.782328
2000206,419,630.239380,0.446352,2.742859,1.504151,1.226438
2000207,90,146.225967,0.908727,2.367707,1.624733,1.274650
2000208,3,13.291836,4.410511,4.441854,4.430612,2.104902
2000209,424,1125.363525,1.828391,3.309478,2.654159,1.629159
2000210,424,980.649414,1.470757,3.024292,2.312852,1.520806
2000211,313,779.923645,1.450411,3.521019,2.491769,1.578534
2000212,,,,,,
2000213,424,990.621033,1.327543,3.094137,2.336370,1.528519
2000214,,,,,,
2000215,424,922.772644,0.991267,2.990388,2.176351,1.475246
2000216,378,666.547058,0.031925,3.990974,1.763352,1.327913
2000217,424,890.795837,1.029740,3.051905,2.100934,1.449460
2000218,424,1206.280518,1.882164,3.550078,2.845001,1.686713
2000231,,,,,,
2000232,,,,,,
2000233,161,572.928711,2.082798,4.648202,3.558563,1.886415
2000234,153,602.981262,2.457769,5.084036,3.941054,1.985209
2000235,,,,,,
2000236,100,517.690613,3.524582,6.804357,5.176906,2.275281
2000237,,,,,,
2000238,125,582.508240,2.758572,6.634813,4.660066,2.158719
2000239,5,27.703819,5.214206,5.939969,5.540764,2.353883
2000240,155,668.020569,2.820790,5.897416,4.309810,2.076008
2000241,,,,,,
2000242,295,1493.548584,3.533238,6.451747,5.062877,2.250084
2000243,347,1451.268433,2.246963,5.925133,4.182330,2.045074
2000244,387,1900.788696,3.524201,7.158446,4.911599,2.216213
2000245,421,2101.139893,3.864645,5.958938,4.990831,2.234017
2000246,,,,,,
2000247,424,2113.422607,3.801756,6.285270,4.984487,2.232596
2000248,417,1643.330811,2.205351,5.690450,3.940841,1.985155
2000249,52,336.372192,5.224827,7.841040,6.468696,2.543363
2000250,5,39.773483,7.591978,8.174307,7.954697,2.820407
2000251,,,,,,
2000252,,,,,,
2000253,109,668.331055,4.640458,7.408488,6.131477,2.476182
2000254,424,2466.149658,4.529419,7.073386,5.816391,2.411719
2000255,,,,,,
2000256,423,2372.977295,4.425326,6.980912,5.609875,2.368517
2000257,424,2165.930908,3.630354,6.671997,5.108327,2.260161
2000258,424,1877.860596,2.964845,5.969700,4.428916,2.104499
2000259,424,2307.400146,4.265757,6.681190,5.441981,2.332805
2000260,423,1874.137207,2.851557,7.058819,4.430584,2.104895
2000261,424,1895.554810,2.912484,5.933755,4.470648,2.114391
2000262,,,,,,
2000263,424,2419.959229,4.454217,6.688990,5.707451,2.389027
2000264,420,2489.049072,3.968337,8.464774,5.926307,2.434401
2000265,424,2171.688965,3.626410,6.406085,5.121908,2.263163
2000266,424,2485.858398,4.645562,7.156725,5.862874,2.421337
2000267,395,2666.290771,4.887754,8.296504,6.750103,2.598096
2000268,196,957.336792,2.827397,7.506500,4.884371,2.210061
2000269,,,,,,
2000270,400,3039.925049,4.256265,9.234084,7.599813,2.756776
2000271,,,,,,
2000272,424,1768.208008,2.364400,6.342414,4.170302,2.042132
2000273,,,,,,
2000274,424,2760.875488,5.095064,8.003688,6.511499,2.551764
2000275,179,1500.859009,7.005522,9.552880,8.384687,2.895633
2000276,33,284.600403,7.110186,9.801827,8.624254,2.936708
2000277,424,2689.449463,4.173507,8.737304,6.343041,2.518539
2000278,,,,,,
2000279,424,2369.647705,3.551658,7.256585,5.588792,2.364063
2000280,424,2502.297119,4.214346,7.955306,5.901644,2.429330
2000281,147,824.232239,1.968158,9.060401,5.607022,2.367915
2000282,234,1944.059814,6.934264,9.532228,8.307948,2.882351
2000283,382,2765.513672,5.561088,9.611124,7.239564,2.690644
2000284,423,3313.784668,6.074944,9.749724,7.834006,2.798929
2000285,424,3222.682861,6.257053,9.214087,7.600667,2.756931
2000286,424,2449.131836,2.989906,8.147344,5.776254,2.403384
2000287,,,,,,
2000288,277,2010.915283,2.961366,9.458488,7.259622,2.694369
2000289,5,50.466297,9.679180,10.335975,10.093260,3.176989
2000290,398,3261.581055,6.234609,10.903162,8.194927,2.862678
2000291,424,3533.913086,6.643909,10.164920,8.334701,2.886988
2000292,,,,,,
2000293,360,3279.124512,7.665715,10.761437,9.108679,3.018059
2000294,,,,,,
2000295,424,3196.728027,5.820550,9.901149,7.539453,2.745806
2000296,,,,,,
2000297,,,,,,
2000298,4,46.381180,11.052706,12.290073,11.595295,3.405186
2000299,98,1053.622681,9.316060,12.256331,10.751252,3.278910
2000300,8,84.223267,9.503097,11.442479,10.527908,3.244674
2000301,,,,,,
2000302,424,3967.665527,7.541116,11.759170,9.357701,3.059036
2000303,173,1304.184570,5.183618,9.687108,7.538639,2.745658
2000304,424,3178.108154,4.628069,10.177767,7.495538,2.737798
2000305,90,940.935486,9.162990,12.094801,10.454839,3.233394
2000306,101,973.863220,6.177487,12.052963,9.642210,3.105191
2000307,361,3784.998291,9.181003,11.900663,10.484760,3.238018
2000308,77,780.243408,8.077700,11.509623,10.133031,3.183242
2000309,424,4545.824707,8.727873,12.882811,10.721285,3.274337
2000310,,,,,,
2000311,424,3877.697754,7.155748,11.201487,9.145514,3.024155
2000312,424,4406.107422,9.018929,11.822351,10.391763,3.223626
2000313,424,4010.223633,7.363524,11.717561,9.458075,3.075398
2000314,59,635.594849,8.694456,12.812372,10.772794,3.282193
2000315,,,,,,
2000316,,,,,,
2000317,,,,,,
2000318,,,,,,
2000319,,,,,,
2000320,1,10.449175,10.449175,10.449175,10.449175,3.232518
2000321,16,186.545242,11.237931,11.921590,11.659078,3.414539
2000322,84,796.752869,6.597954,13.683427,9.485153,3.079798
2000323,,,,,,
2000324,364,3253.779541,6.666530,12.515031,8.938954,2.989808
2000325,269,2040.818359,5.342671,9.898458,7.586685,2.754394
2000326,,,,,,
2000327,424,3158.366943,5.431963,9.013996,7.448978,2.729282
2000328,404,3668.556152,7.370460,11.056599,9.080585,3.013401
2000329,424,3316.628662,5.968093,9.531856,7.822237,2.796826
2000330,424,3310.609131,5.855226,9.586721,7.808041,2.794287
2000331,424,2157.799805,2.059562,7.456572,5.089150,2.255914
2000332,424,3264.257324,5.386349,9.514754,7.698720,2.774657
2000333,424,4000.477783,7.858912,10.901760,9.435089,3.071659
2000334,414,3327.517578,5.824000,10.017617,8.037482,2.835045
2000335,,,,,,
2000336,252,2288.832275,6.832672,10.997252,9.082667,3.013747
2000337,424,3944.840332,7.559286,10.740074,9.303868,3.050224
2000338,30,329.102936,10.208219,12.193290,10.970098,3.312114
2000339,424,3888.847412,7.509002,10.513749,9.171810,3.028500
2000340,424,2995.681396,4.694258,9.048360,7.065286,2.658061
2000341,424,3966.723145,7.891249,11.253650,9.355479,3.058673
2000342,,,,,,
2000343,424,3930.538086,7.544767,10.685584,9.270137,3.044690
2000344,424,4397.787598,8.992083,11.806219,10.372141,3.220581
2000345,424,3015.379395,5.105452,9.225183,7.111744,2.666785
2000346,424,2685.690186,4.370970,8.749082,6.334175,2.516779
2000347,424,2685.533691,4.387006,8.524858,6.333806,2.516705
2000348,33,317.166229,8.431476,11.120285,9.611098,3.100177
2000349,424,3535.897705,6.265336,9.947388,8.339381,2.887799
2000350,424,3123.875977,5.561583,9.478488,7.367632,2.714338
2000351,187,1790.669678,8.164306,10.557483,9.575773,3.094475
2000352,424,3142.699951,5.348348,9.311753,7.412028,2.722504
2000353,,,,,,
2000354,424,2848.289551,5.026639,8.545033,6.717664,2.591846
2000355,424,3236.086426,6.343222,9.531104,7.632279,2.762658
2000356,207,1500.113403,3.636388,9.208538,7.246925,2.692011
2000357,47,485.618317,9.673876,10.917247,10.332305,3.214390
2000358,,,,,,
2000359,66,638.157593,8.204990,10.902115,9.669054,3.109510
2000360,281,2429.924316,7.075709,9.840281,8.647417,2.940649
2000361,424,3705.183594,7.400595,10.730441,8.738641,2.956119
2000362,74,649.942383,7.274711,9.991790,8.783005,2.963614
2000363,424,3074.956299,5.516568,9.181767,7.252255,2.693001
2000364,424,3289.548340,6.089750,9.819302,7.758368,2.785385
2000365,424,3876.112061,7.806538,10.688977,9.141774,3.023537
2000366,424,3234.896484,5.823208,9.825163,7.629473,2.762150
2001001,,,,,,
2001002,424,2707.783936,3.846523,8.398597,6.386283,2.527110
2001003,254,1806.786743,4.451115,9.300883,7.113334,2.667083
2001004,424,3355.227051,6.119456,9.625594,7.913271,2.813054
2001005,,,,,,
2001006,391,2979.440918,5.372731,10.040929,7.620053,2.760444
2001007,424,3052.907471,5.777386,8.532223,7.200253,2.683329
2001008,,,,,,
2001009,324,3040.528564,7.868131,10.634724,9.384347,3.063388
2001010,424,3478.521484,6.365318,9.944248,8.204061,2.864273
2001011,424,2804.536377,4.548559,8.444268,6.614472,2.571862
2001012,108,914.410339,6.348685,10.574640,8.466763,2.909770
2001013,424,2829.894775,4.467586,8.574422,6.674280,2.583463
2001014,130,1121.338257,6.365607,10.471784,8.625679,2.936951
2001015,35,257.436707,5.760585,8.623624,7.355334,2.712072
2001016,424,3349.075928,6.400919,9.889507,7.898764,2.810474
2001017,292,2735.745850,7.909654,10.818920,9.368993,3.060881
2001019,424,3114.276855,5.431539,9.344298,7.344993,2.710165
2001020,424,3104.357666,5.521619,8.810046,7.321598,2.705845
2001021,,,,,,
2001022,,,,,,
2001023,424,2961.335938,4.633967,8.608116,6.984283,2.642779
2001024,,,,,,
2001025,,,,,,
2001026,,,,,,
2001027,350,3410.832031,8.656787,11.061123,9.745234,3.121736
2001028,393,3288.011475,6.400351,10.383055,8.366442,2.892480
2001029,395,3038.752930,5.614868,9.886076,7.693046,2.773634
2001030,385,2947.188721,5.501591,9.971320,7.655035,2.766773
2001031,424,3187.461914,5.224905,9.465235,7.517599,2.741824
2001032,424,2930.505127,5.031429,8.767835,6.911569,2.628986
2001033,126,975.273926,6.440374,9.348379,7.740269,2.782134
2001034,389,2270.737793,3.558280,7.579210,5.837372,2.416065
2001035,,,,,,
2001036,,,,,,
2001037,,,,,,
2001038,422,2907.177246,5.120388,8.609068,6.889046,2.624699
2001039,424,3286.598877,6.653207,9.046065,7.751412,2.784136
2001041,423,3357.987061,6.467490,9.340628,7.938504,2.817535
2001042,424,2618.928467,4.276528,8.023038,6.176718,2.485301
2001043,412,2056.594727,3.374195,6.629337,4.991735,2.234219
2001044,255,2282.328125,7.833534,10.270317,8.950306,2.991706
2001045,,,,,,
2001046,347,3055.465576,8.013300,9.788865,8.805376,2.967385
2001047,424,2697.784424,4.686225,7.844485,6.362699,2.522439
2001048,424,2674.994629,5.053265,7.590379,6.308949,2.511762
2001049,67,506.192871,5.993660,10.215555,7.555118,2.748657
2001050,421,2684.339111,4.805182,8.742809,6.376102,2.525095
2001051,424,3506.005127,7.154185,9.432616,8.268880,2.875566
2001052,424,3012.352051,6.014692,8.029718,7.104604,2.665446
2001053,424,2163.806152,3.367917,6.528434,5.103316,2.259052
2001054,424,2379.464844,4.253280,6.862290,5.611945,2.368954
2001055,424,2746.234863,5.137622,7.495855,6.476969,2.544989
2001056,,,,,,
2001057,264,1878.218506,5.820343,8.471932,7.114464,2.667295
2001058,182,1123.856079,3.297395,8.081853,6.175034,2.484962
2001059,424,2696.056396,5.147005,7.700561,6.358624,2.521631
2001060,424,2477.046631,4.517024,7.179979,5.842091,2.417042
2001061,424,2056.413818,3.303371,6.387424,4.850033,2.202279
2001062,424,2414.729980,4.559751,7.108606,5.695118,2.386445
2001063,422,2581.834961,4.817643,7.388363,6.118093,2.473478
2001064,423,2769.107422,4.535997,7.914481,6.546353,2.558584
2001065,183,1153.594116,4.899570,7.472897,6.303793,2.510736
2001066,424,1740.242432,2.925557,5.910633,4.104345,2.025918
2001067,424,2434.382568,4.394254,6.923760,5.741468,2.396136
2001068,424,2250.125000,4.227173,6.559976,5.306899,2.303671
2001069,348,2467.273193,5.744354,8.287903,7.089866,2.662680
2001070,424,1805.502075,3.109928,5.394472,4.258260,2.063555
2001071,424,2528.803467,5.068006,6.816617,5.964159,2.442163
2001072,,,,,,
2001073,424,1831.390137,3.171550,5.360975,4.319316,2.078296
2001074,424,2771.655273,5.612915,7.705447,6.536923,2.556741
2001075,8,52.917671,6.327886,6.802584,6.614709,2.571908
2001076,1,6.496689,6.496689,6.496689,6.496689,2.548860
2001077,19,134.145676,6.423100,7.602682,7.060299,2.657122
2001078,424,2365.435547,4.667062,6.584142,5.578857,2.361960
2001079,392,1989.633423,4.024414,6.003819,5.075595,2.252908
2001080,1,7.700814,7.700814,7.700814,7.700814,2.775034
2001081,,,,,,
2001082,327,2050.480225,4.969468,7.329060,6.270582,2.504113
2001083,,,,,,
2001084,3,14.516922,4.624397,4.957047,4.838974,2.199767
2001085,32,208.576767,5.698846,7.553920,6.518024,2.553042
2001086,209,1222.059448,5.215782,6.646821,5.847174,2.418093
2001087,424,2234.261963,4.611904,6.101449,5.269486,2.295536
2001088,,,,,,
2001089,424,1781.466919,3.415720,5.164469,4.201573,2.049774
2001090,424,1627.062256,2.590481,4.715075,3.837411,1.958931
2001091,263,1275.028564,3.603556,6.580328,4.848017,2.201821
2001092,422,2204.861084,4.409772,7.030937,5.224789,2.285780
2001093,422,1970.267090,3.981281,5.411919,4.668880,2.160759
2001094,424,1708.004395,3.180350,4.856259,4.028312,2.007066
2001095,,,,,,
2001096,424,1175.709106,1.757719,3.948455,2.772899,1.665202
2001097,,,,,,
2001098,,,,,,
2001099,424,2271.769775,4.918563,5.941550,5.357947,2.314724
2001100,423,1692.154175,3.464184,4.633989,4.000364,2.000091
2001101,384,1787.261963,3.984968,5.403275,4.654328,2.157389
2001102,345,1508.808228,3.637621,4.967781,4.373357,2.091257
2001103,424,1397.652710,1.995699,4.321350,3.296351,1.815585
2001104,,,,,,
2001105,361,1234.448486,2.223562,5.436885,3.419525,1.849196
2001106,415,1355.378296,2.589087,4.513304,3.265972,1.807200
2001107,424,1075.982300,1.901551,3.087100,2.537694,1.593014
2001108,338,1105.947388,2.390516,4.730855,3.272034,1.808876
2001109,408,1158.462769,1.590734,3.744269,2.839370,1.685043
2001110,3,14.783462,4.872681,4.985652,4.927821,2.219870
2001111,,,,,,
2001112,254,934.103088,3.049688,4.215923,3.677571,1.917699
2001113,,,,,,
2001114,,,,,,
2001115,328,1401.382935,3.551655,4.960250,4.272509,2.067005
2001116,424,1586.675415,3.068828,4.261199,3.742159,1.934466
2001117,12,47.307514,3.604203,4.228501,3.942293,1.985521
2001118,347,1567.410156,3.944125,5.716483,4.517032,2.125331
2001119,422,1236.169312,1.787390,4.852377,2.929311,1.711523
2001120,,,,,,
2001121,17,75.513474,3.893045,5.166745,4.441969,2.107598
2001122,394,1257.332031,2.025058,3.956098,3.191198,1.786392
2001123,105,400.073853,2.951162,4.961784,3.810227,1.951980
2001124,,,,,,
2001125,,,,,,
2001126,424,1062.900513,1.456550,3.048381,2.506841,1.583301
2001127,,,,,,
2001128,424,928.495483,1.141153,2.776775,2.189848,1.479813
2001129,21,75.885757,2.917819,4.052333,3.613607,1.900949
2001130,424,1006.708252,1.434478,2.943336,2.374312,1.540880
2001131,424,1067.186279,1.350420,3.076838,2.516949,1.586489
2001132,1,3.435115,3.435115,3.435115,3.435115,1.853406
2001133,352,685.989868,0.583078,2.945196,1.948835,1.396007
2001134,421,1135.762329,2.006505,3.182213,2.697773,1.642490
2001135,292,747.560120,1.148573,3.322970,2.560138,1.600043
2001136,,,,,,
2001137,416,1035.994385,1.550396,3.296733,2.490371,1.578091
2001138,414,755.213440,0.532068,2.486853,1.824187,1.350625
2001139,424,987.631226,1.593061,2.797673,2.329319,1.526211
2001140,424,974.865295,1.417564,2.876189,2.299211,1.516315
2001141,424,1042.158691,1.710347,2.931338,2.457922,1.567776
2001142,421,839.794312,0.859007,2.832774,1.994761,1.412360
2001143,,,,,,
2001144,424,869.113831,1.287284,2.518370,2.049797,1.431711
2001145,,,,,,
2001146,,,,,,
2001147,24,62.710327,2.310679,3.318696,2.612930,1.616456
2001148,424,753.860291,0.466217,2.187839,1.777972,1.333406
2001149,424,671.657104,0.219943,2.089623,1.584097,1.258609
2001150,89,190.845596,1.698903,2.401056,2.144333,1.464354
2001151,424,722.787598,0.576350,2.183618,1.704688,1.305637
2001152,,,,,,
2001153,414,700.328186,0.535755,2.580084,1.691614,1.300621
2001154,418,650.016479,0.345860,2.028001,1.555063,1.247022
