63,  32.20
66,  69.64
68,  54.26
72,  69.41
73,  55.76
75,  68.18
125,  52.44
132,  53.09
134,  47.72
141,  33.12
169,  13.85
178,  60.80
185,  36.36
194,  51.99
200,  80.04
212,  48.35
223,  37.20
228,  50.86
233,  17.73
253,  36.34
265,  75.47
271,  30.21
274,  28.07
281,  66.58
292,  71.22
294,  64.18
299,  45.06
303,  58.62
315,  49.12
335,  53.32
345,  97.49
351,  29.91
365,  63.77
